scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0512956	gene01884	AT3G44670.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:16216950- 16221617_FORWARD_LENGTH=3965	0.4375	80	1	486	725	1	
scf0512956	gene01884	AT5G44930.1_Symbols:_ARAD2_Exostosin_family_protein_chr5:18138775-	 18142147_REVERSE_LENGTH=2183	0.4375	64	1	1637	1828	-1	
scf0512956	gene01884	AT4G09430.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:5970932- 5975375_FORWARD_LENGTH=3120	0.415929203539823	113	3	9	347	-1	
scf0512956	gene01884	AT5G18350.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:6074069- 6078569_REVERSE_LENGTH=3738	0.5125	80	1	151	390	1	
scf0512956	gene01884	AT4G16940.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9533149- 9537604_REVERSE_LENGTH=3538	0.518518518518518	54	1	92	253	1	
scf0512956	gene01884	AT5G44920.2_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr5:18138775- 18140183_FORWARD_LENGTH=1108	0.4375	64	1	356	547	1	
scf0512956	gene01884	AT5G45250.1_Symbols:_RPS4_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18321914- 18326022_REVERSE_LENGTH=3654	0.3875	80	2	192	431	-1	
scf0512956	gene01884	AT1G72950.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr1:27444585-27445980_FORWARD_LENGTH=1306	0.452830188679245	106	3	33	350	-1	
scf0512956	gene01884	AT3G51570.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:19126358- 19130456_FORWARD_LENGTH=3681	0.455882352941176	68	1	196	399	1	
scf0512956	gene01884	AT5G46270.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18764349- 18769090_REVERSE_LENGTH=3904	0.490909090909091	55	1	145	309	1	
scf0512956	gene01884	AT4G08450.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:5365610- 5371101_FORWARD_LENGTH=3705	0.472727272727273	55	5	99	263	-1	
scf0512956	gene01884	AT5G46520.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18867767- 18872415_FORWARD_LENGTH=4019	0.454545454545455	55	1	185	349	1	
scf0512956	gene01884	AT5G45200.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18283967- 18290332_REVERSE_LENGTH=3786	0.521739130434783	69	1	190	396	1	
scf0512956	gene01884	AT4G09420.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr4:5962181-5963791_REVERSE_LENGTH=1527	0.328947368421053	76	1	130	357	1	
scf0512956	gene01884	AT4G28540.1_Symbols:_CKL6,	 _PAPK1_casein_kinase_I-like_6_chr4:14106959- 14110706_FORWARD_LENGTH=1960	0.391891891891892	74	5	526	747	-1	
scf0512956	gene01884	AT5G44510.1_Symbols:_TAO1_target_of_AVRB_operation1_chr5:17929673-	 17934188_REVERSE_LENGTH=3564	0.381818181818182	55	6	195	359	-1	
scf0512956	gene01884	AT1G03930.1_Symbols:_ADK1,_CKL9ALPHA,	 _CKL9BETA_dual_specificity_kinase_1_chr1:1004769- 1008370_FORWARD_LENGTH=2338	0.364864864864865	74	5	859	1080	-1	
scf0512956	gene01884	AT5G38340.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:15320507- 15324061_FORWARD_LENGTH=3180	0.455696202531646	79	1	262	498	1	
scf0512956	gene01884	AT1G09665.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:3133095- 3133674_FORWARD_LENGTH=498	0.412698412698413	63	1	163	351	1	
scf0512956	gene01884	AT5G58120.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:23517492- 23521067_FORWARD_LENGTH=3281	0.492063492063492	63	2	189	377	-1	
scf0512956	gene01884	AT2G17060.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr2:7422411- 7426877_FORWARD_LENGTH=3588	0.433333333333333	60	3	198	377	-1	
scf0512956	gene01884	AT5G44100.1_Symbols:_ckl7_casein_kinase_I-like_7_chr5:17749118-	 17752716_REVERSE_LENGTH=2198	0.393939393939394	66	5	644	841	-1	
scf0512956	gene01884	AT3G46140.1_Symbols:__Protein_kinase_superfamily_protein_chr3:16948	 090-16949220_FORWARD_LENGTH=1131	0.283582089552239	67	1	499	699	1	
scf0512956	gene01884	AT2G25760.2_Symbols:__Protein_kinase_family_protein_chr2:10984808-	 10988924_REVERSE_LENGTH=2613	0.493150684931507	73	32	2083	2301	-1	
scf0512956	gene01884	AT1G31540.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:11288452- 11293753_REVERSE_LENGTH=4239	0.472727272727273	55	1	168	332	1	
scf0512956	gene01884	AT2G03030.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr2:889764- 890520_FORWARD_LENGTH=615	0.46875	64	1	154	345	1	
scf0512956	gene01884	AT5G17680.1_Symbols:__disease_resistance_protein_(TIR-NBS-LRR_class),	 _putative_chr5:5822999-5827153_FORWARD_LENGTH=3885	0.320754716981132	53	4	399	557	-1	
scf0512956	gene01884	AT1G57850.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:21426690- 21427349_FORWARD_LENGTH=477	0.436619718309859	71	1	163	375	1	
scf0512956	gene01884	AT5G41550.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16617232- 16620785_REVERSE_LENGTH=3258	0.4875	80	1	124	363	1	
scf0512956	gene01884	AT1G63880.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23712276- 23716124_REVERSE_LENGTH=3369	0.471910112359551	89	3	185	451	-1	
scf0512956	gene01884	AT4G04110.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr4:1972591- 1974014_FORWARD_LENGTH=720	0.375	64	1	205	396	1	
scf0512956	gene01884	AT1G63750.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23650848- 23655359_FORWARD_LENGTH=3927	0.452380952380952	84	2	227	478	-1	
scf0512956	gene01884	AT1G72930.1_Symbols:_TIR_toll/interleukin-1_receptor-	 like_chr1:27439452-27440464_FORWARD_LENGTH=872	0.434426229508197	122	3	45	410	-1	
scf0512956	gene01884	AT1G04440.1_Symbols:_CKL13_casein_kinase_like_13_chr1:1202255-	 1205803_FORWARD_LENGTH=2106	0.378378378378378	74	1	750	971	1	
scf0512956	gene01884	AT4G19925.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr4:10799875- 10800726_REVERSE_LENGTH=750	0.380952380952381	63	1	193	381	1	
scf0512956	gene01884	AT3G44630.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:16195955- 16201225_FORWARD_LENGTH=4154	0.4125	80	1	522	761	1	
scf0512956	gene01884	AT5G38850.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr5:15555156-15558732_FORWARD_LENGTH=3294	0.566037735849057	53	1	143	301	1	
scf0512956	gene01884	AT1G66090.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr1:24602146-24604763_FORWARD_LENGTH=1555	0.428571428571429	63	3	297	485	-1	
scf0512956	gene01884	AT5G40090.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr5:16041919-16043494_REVERSE_LENGTH=1576	0.410714285714286	56	1	157	324	1	
scf0512956	gene01884	AT5G48770.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:19773277- 19777242_REVERSE_LENGTH=3573	0.329545454545455	88	4	4	267	-1	
scf0512956	gene01884	AT4G16900.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9511859- 9516541_REVERSE_LENGTH=3517	0.492063492063492	63	2	180	368	-1	
scf0512956	gene01884	AT4G28860.2_Symbols:_ckl4_casein_kinase_I-like_4_chr4:14246283-	 14249014_FORWARD_LENGTH=1404	0.405405405405405	74	1	266	487	1	
scf0512956	gene01884	AT1G27170.1_Symbols:__transmembrane_receptors;ATP_binding_chr1:943455	 9-9439417_FORWARD_LENGTH=4512	0.4125	80	1	271	510	1	
scf0512956	gene01884	AT1G63750.3_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23650848- 23655359_FORWARD_LENGTH=3514	0.452380952380952	84	2	227	478	-1	
scf0512956	gene01884	AT1G63740.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23645429- 23648973_FORWARD_LENGTH=3241	0.461538461538462	78	2	90	323	-1	
scf0512956	gene01884	AT5G51630.3_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:20969443- 20974916_FORWARD_LENGTH=4110	0.442622950819672	61	3	491	673	-1	
scf0512956	gene01884	AT3G13672.1_Symbols:__TRAF-like_superfamily_protein_chr3:4472562-	 4474378_REVERSE_LENGTH=1665	0.418181818181818	55	7	1459	1623	-1	
scf0512956	gene01884	AT4G19510.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr4:10633705-10638164_FORWARD_LENGTH=3462	0.413793103448276	58	3	295	468	-1	
scf0512956	gene01884	AT3G25510.1_Symbols:__disease_resistance_protein_(TIR-NBS-LRR_class),	 _putative_chr3:9260838-9268797_REVERSE_LENGTH=5946	0.436363636363636	55	3	3825	3989	-1	
scf0512956	gene01884	AT4G19500.1_Symbols:__nucleoside-	 triphosphatases;transmembrane_receptors;nucleotide_bindin g;ATP_binding_chr4:10625659-10630395_FORWARD_LENGTH=4313	0.462686567164179	67	3	284	484	-1	
scf0512956	gene01884	AT4G16960.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9546343- 9551007_REVERSE_LENGTH=3126	0.518518518518518	54	1	130	291	1	
scf0512956	gene01884	AT1G63730.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23641770- 23645132_FORWARD_LENGTH=2901	0.45679012345679	81	2	120	362	-1	
scf0512956	gene01884	AT1G72860.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:27416228- 27420778_REVERSE_LENGTH=4360	0.435185185185185	108	3	123	446	-1	
scf0512956	gene01884	AT4G16990.2_Symbols:_RLM3_disease_resistance_protein_(TIR-NBS_class),	 _putative_chr4:9560135-9565454_FORWARD_LENGTH=2640	0.507462686567164	67	3	179	379	-1	
scf0512956	gene01884	AT4G19500.2_Symbols:__nucleoside-	 triphosphatases;transmembrane_receptors;nucleotide_bindin g;ATP_binding_chr4:10625659-10631570_FORWARD_LENGTH=3889	0.462686567164179	67	3	284	484	-1	
scf0512956	gene01884	AT5G62310.1_Symbols:_IRE_AGC_(cAMP-dependent,	 _cGMP- dependent_and_protein_kinase_C)_kinase_family_protein_chr 5:25023355-25028414_FORWARD_LENGTH=3557	0.3	60	1	2604	2783	1	
scf0512956	gene01884	AT3G44670.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:16216945- 16221617_FORWARD_LENGTH=4149	0.4375	80	1	670	909	1	
scf0512956	gene01884	AT1G51270.3_Symbols:__structural_molecules;transmembrane_receptors;st	 ructural_molecules_chr1:19007510- 19011272_FORWARD_LENGTH=2028	0.397435897435897	78	1	1274	1507	1	
scf0512956	gene01884	AT1G65850.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:24494734- 24498485_FORWARD_LENGTH=3111	0.433734939759036	83	3	174	422	-1	
scf0512956	gene01884	AT5G18190.1_Symbols:__Protein_kinase_family_protein_chr5:6009967-	 6014689_REVERSE_LENGTH=2674	0.272727272727273	55	26	1449	1613	-1	
scf0512956	gene01904	AT3G45240.1_Symbols:_GRIK1,	 _ATSNAK2_geminivirus_rep_interacting_kinase_1_chr3:165704 78-16573740_REVERSE_LENGTH=2235	0.353846153846154	65	1	1370	1564	1	
scf0512956	gene01904	AT1G62400.1_Symbols:_HT1_Protein_kinase_superfamily_protein_chr1:23	 090243-23091589_FORWARD_LENGTH=1098	0.269662921348315	89	1	349	615	1	
scf0512956	gene01904	AT1G69220.2_Symbols:_SIK1_Protein_kinase_superfamily_protein_chr1:2	 6020089-26026171_REVERSE_LENGTH=2691	0.537037037037037	54	2	992	1153	1	
scf0512956	gene01904	AT4G12020.2_Symbols:_WRKY19,_ATWRKY19,_MAPKKK11,	 _MEKK4_protein_kinase_family_protein_chr4:7201656- 7209648_FORWARD_LENGTH=5867	0.396825396825397	63	1	5134	5322	1	
scf0512956	gene01904	AT3G50500.2_Symbols:_SNRK2.2_SNF1-	 related_protein_kinase_2.2_chr3:18741594- 18744157_REVERSE_LENGTH=1574	0.363636363636364	55	1	809	973	1	
scf0512956	gene01904	AT4G10730.1_Symbols:__Protein_kinase_superfamily_protein_chr4:6609418	 -6614883_REVERSE_LENGTH=2608	0.554054054054054	74	20	1632	1853	-1	
scf0512956	gene01904	AT1G54610.1_Symbols:__Protein_kinase_superfamily_protein_chr1:20393	 762-20397195_REVERSE_LENGTH=2080	0.352941176470588	51	1	801	953	1	
scf0512956	gene01904	AT5G66880.1_Symbols:_SNRK2-3,_SNRK2.3,	 _SRK2I_sucrose_nonfermenting_1(SNF1)- related_protein_kinase_2.3_chr5:26710555- 26712971_FORWARD_LENGTH=1467	0.381818181818182	55	1	674	838	1	
scf0512956	gene01904	AT3G12690.3_Symbols:_AGC1.5_AGC_kinase_1.5_chr3:4030455-	 4032813_REVERSE_LENGTH=2083	0.34	100	1	905	1204	1	
scf0512956	gene01904	AT3G63280.2_Symbols:_ATNEK4,	 _NEK4_NIMA-related_kinase_4_chr3:23378138- 23381530_FORWARD_LENGTH=1973	0.342465753424658	73	1	372	590	1	
scf0512956	gene01904	AT3G63280.1_Symbols:_ATNEK4,	 _NEK4_NIMA-related_kinase_4_chr3:23377979- 23381546_FORWARD_LENGTH=2066	0.342465753424658	73	1	449	667	1	
scf0512956	gene01904	AT1G33770.1_Symbols:__Protein_kinase_superfamily_protein_chr1:12242	 126-12244462_FORWARD_LENGTH=1845	0.365384615384615	52	1	709	864	1	
scf0512956	gene01904	AT1G12680.1_Symbols:_PEPKR2_phosphoenolpyruvate_carboxylase-	 related_kinase_2_chr1:4319886-4322945_REVERSE_LENGTH=1933	0.392156862745098	51	1	869	1021	1	
scf0512956	gene01904	AT2G26980.5_Symbols:_CIPK3_CBL-	 interacting_protein_kinase_3_chr2:11514703- 11518323_REVERSE_LENGTH=2151	0.372881355932203	59	1	422	598	1	
scf0512956	gene01904	AT1G63700.1_Symbols:_EMB71,_YDA,	 _MAPKKK4_Protein_kinase_superfamily_protein_chr1:23624666 -23629112_REVERSE_LENGTH=3275	0.470588235294118	51	1	1570	1722	1	
scf0512956	gene01904	AT3G06030.1_Symbols:_ANP3,_MAPKKK12,	 _NP3_NPK1-related_protein_kinase_3_chr3:1818740- 1822840_REVERSE_LENGTH=2246	0.490196078431373	51	1	637	789	1	
scf0512956	gene01904	AT3G45780.2_Symbols:_PHOT1,_NPH1,_JK224,	 _RPT1_phototropin_1_chr3:16818443- 16824210_FORWARD_LENGTH=3355	0.305555555555556	108	1	2221	2544	1	
scf0512956	gene01904	AT5G18700.1_Symbols:_RUK,	 _EMB3013_Protein_kinase_family_protein_with_ARM_repeat_d omain_chr5:6235096-6240733_REVERSE_LENGTH=4308	0.462962962962963	54	1	283	444	1	
scf0512956	gene01904	AT3G13530.1_Symbols:_MAPKKK7,	 _MAP3KE1_mitogen- activated_protein_kinase_kinase_kinase_7_chr3:4411688- 4419320_REVERSE_LENGTH=4353	0.336283185840708	113	1	178	516	1	
scf0512956	gene01904	AT2G26980.1_Symbols:_CIPK3,	 _SnRK3.17_CBL- interacting_protein_kinase_3_chr2:11514703- 11518323_REVERSE_LENGTH=2059	0.372881355932203	59	1	422	598	1	
scf0512956	gene01904	AT1G67580.2_Symbols:__Protein_kinase_superfamily_protein_chr1:2532728	 4-25331379_REVERSE_LENGTH=3004	0.333333333333333	51	1	1918	2070	1	
scf0512956	gene01904	AT3G29160.3_Symbols:_AKIN11,	 _KIN11_SNF1_kinase_homolog_11_chr3:11128706- 11131883_REVERSE_LENGTH=1799	0.345454545454545	55	1	424	588	1	
scf0512956	gene01904	AT5G25110.1_Symbols:_CIPK25,	 _SnRK3.25_CBL- interacting_protein_kinase_25_chr5:8657626- 8659322_REVERSE_LENGTH=1697	0.423076923076923	52	2	714	869	1	
scf0512956	gene01904	AT2G31010.2_Symbols:__Protein_kinase_superfamily_protein_chr2:1319418	 5-13200128_FORWARD_LENGTH=3049	0.345454545454545	55	1	2099	2263	1	
scf0512956	gene01904	AT4G33080.2_Symbols:__AGC_(cAMP-dependent,	 _cGMP- dependent_and_protein_kinase_C)_kinase_family_protein_ch r4:15959962-15964422_FORWARD_LENGTH=1834	0.365384615384615	52	1	743	898	1	
scf0512956	gene01904	AT4G24100.1_Symbols:__Protein_kinase_superfamily_protein_chr4:1251507	 6-12519841_FORWARD_LENGTH=2782	0.475138121546961	181	23	488	1030	-1	
scf0512956	gene01904	AT4G13000.1_Symbols:__AGC_(cAMP-dependent,	 _cGMP- dependent_and_protein_kinase_C)_kinase_family_protein_ch r4:7598093-7599257_REVERSE_LENGTH=1165	0.392156862745098	51	1	392	544	1	
scf0512956	gene01904	AT3G15220.1_Symbols:__Protein_kinase_superfamily_protein_chr3:51265	 97-5132306_REVERSE_LENGTH=2574	0.442307692307692	52	5	520	675	-1	
scf0512956	gene01904	AT3G59410.2_Symbols:_GCN2_protein_kinase_family_protein_chr3:21950188	 -21959266_FORWARD_LENGTH=4300	0.313725490196078	51	1	2131	2283	1	
scf0512956	gene01904	AT3G45240.2_Symbols:_GRIK1_geminivirus_rep_interacting_kinase_1_chr3:	 16570478-16573762_REVERSE_LENGTH=1945	0.353846153846154	65	1	1080	1274	1	
scf0512956	gene01904	AT2G26980.4_Symbols:_CIPK3_CBL-	 interacting_protein_kinase_3_chr2:11514703- 11518505_REVERSE_LENGTH=1966	0.372881355932203	59	1	413	589	1	
scf0512956	gene01904	AT1G53570.1_Symbols:_MAP3KA,	 _MAPKKK3_mitogen- activated_protein_kinase_kinase_kinase_3_chr1:19987191- 19991113_FORWARD_LENGTH=2410	0.470588235294118	51	1	1131	1283	1	
scf0512956	gene01904	AT1G67580.1_Symbols:__Protein_kinase_superfamily_protein_chr1:2532728	 4-25331379_REVERSE_LENGTH=3116	0.333333333333333	51	1	1918	2070	1	
scf0512956	gene01904	AT5G64960.2_Symbols:_CDKC2,	 _CDKC;2_cyclin_dependent_kinase_group_C2_chr5:25955384- 25958995_FORWARD_LENGTH=2230	0.411764705882353	51	1	617	769	1	
scf0512956	gene01904	AT5G11850.1_Symbols:__Protein_kinase_superfamily_protein_chr5:3816346	 -3821072_REVERSE_LENGTH=2977	0.28125	64	3	1942	2133	1	
scf0512956	gene01904	AT2G38490.1_Symbols:_CIPK22,	 _SnRK3.19_CBL- interacting_protein_kinase_22_chr2:16113491- 16115285_REVERSE_LENGTH=1795	0.403846153846154	52	1	445	600	1	
scf0512956	gene01904	AT4G18700.1_Symbols:_CIPK12,_SnRK3.9,_ATWL4,	 _WL4_CBL-interacting_protein_kinase_12_chr4:10288798- 10290850_REVERSE_LENGTH=2053	0.392156862745098	51	1	632	784	1	
scf0512956	gene01904	AT5G60548.1_Symbols:_CPuORF62_conserved_peptide_upstream_open_reading	 _frame_62_chr5:24339229-24342590_FORWARD_LENGTH=1950	0.353846153846154	65	1	1111	1305	1	
scf0512956	gene01904	AT2G17700.1_Symbols:__ACT-	 like_protein_tyrosine_kinase_family_protein_chr2:7685388- 7689436_REVERSE_LENGTH=2189	0.343283582089552	67	1	1293	1493	1	
scf0512956	gene01904	AT1G69220.1_Symbols:_SIK1_Protein_kinase_superfamily_protein_chr1:260	 20089-26026171_REVERSE_LENGTH=2772	0.537037037037037	54	2	1073	1234	1	
scf0512956	gene01904	AT1G71530.2_Symbols:__Protein_kinase_superfamily_protein_chr1:2693956	 7-26942952_FORWARD_LENGTH=2964	0.327868852459016	61	1	926	1108	1	
scf0512956	gene01904	AT4G38470.1_Symbols:__ACT-	 like_protein_tyrosine_kinase_family_protein_chr4:17999432 -18003681_FORWARD_LENGTH=1858	0.358208955223881	67	1	1147	1347	1	
scf0512956	gene01904	AT5G21326.1_Symbols:__Ca2+regulated_serine-	 threonine_protein_kinase_family_protein_chr5:7217340- 7222007_FORWARD_LENGTH=1784	0.372881355932203	59	1	501	677	1	
scf0512956	gene01904	AT3G06230.1_Symbols:_ATMKK8,	 _MKK8_MAP_kinase_kinase_8_chr3:1885496- 1886377_FORWARD_LENGTH=882	0.384615384615385	52	1	412	567	1	
scf0512956	gene01904	AT1G04210.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr1:1114405- 1119739_FORWARD_LENGTH=3986	0.357142857142857	56	1	3007	3174	1	
scf0512956	gene01904	AT1G73500.1_Symbols:_ATMKK9,	 _MKK9_MAP_kinase_kinase_9_chr1:27639091- 27640529_REVERSE_LENGTH=1439	0.461538461538462	52	1	590	745	1	
scf0512956	gene01904	AT4G12020.1_Symbols:_WRKY19,_ATWRKY19,_MAPKKK11,	 _MEKK4_protein_kinase_family_protein_chr4:7201656- 7208766_FORWARD_LENGTH=5567	0.396825396825397	63	1	5134	5322	1	
scf0512956	gene01904	AT2G36350.1_Symbols:__Protein_kinase_superfamily_protein_chr2:1523809	 3-15241923_FORWARD_LENGTH=3142	0.33	100	1	2052	2351	1	
scf0512956	gene01904	AT3G29160.2_Symbols:_AKIN11,	 _KIN11_SNF1_kinase_homolog_11_chr3:11128654- 11132076_REVERSE_LENGTH=1901	0.345454545454545	55	1	469	633	1	
scf0512956	gene01904	AT4G33080.1_Symbols:__AGC_(cAMP-dependent,	 _cGMP- dependent_and_protein_kinase_C)_kinase_family_protein_ch r4:15959962-15964710_FORWARD_LENGTH=2158	0.365384615384615	52	1	743	898	1	
scf0512956	gene01904	AT3G44610.1_Symbols:__Protein_kinase_superfamily_protein_chr3:16188	 129-16192175_REVERSE_LENGTH=1561	0.274509803921569	102	1	441	746	1	
scf0512956	gene01904	AT1G54960.1_Symbols:_ANP2,_MAPKKK2,	 _NP2_NPK1-related_protein_kinase_2_chr1:20499950- 20503841_FORWARD_LENGTH=2183	0.450980392156863	51	1	475	627	1	
scf0512956	gene01904	AT1G74330.1_Symbols:__Protein_kinase_superfamily_protein_chr1:27943	 618-27947109_REVERSE_LENGTH=2100	0.326923076923077	104	1	649	960	1	
scf0512956	gene01904	AT1G09970.2_Symbols:_LRR_XI-23,	 _RLK7_Leucine-rich_receptor- like_protein_kinase_family_protein_chr1:3252317- 3255654_FORWARD_LENGTH=3251	0.340425531914894	94	1	2459	2740	1	
scf0512956	gene01904	AT5G35410.1_Symbols:_SOS2,_SNRK3.11,_CIPK24,	 _ATSOS2_Protein_kinase_superfamily_protein_chr5:13634454 -13638297_FORWARD_LENGTH=1757	0.389830508474576	59	1	476	652	1	
scf0512956	gene01904	AT1G01140.3_Symbols:_CIPK9,	 _PKS6_CBL-interacting_protein_kinase_9_chr1:64167- 67625_REVERSE_LENGTH=1700	0.389830508474576	59	1	432	608	1	
scf0512956	gene01904	AT1G09970.1_Symbols:_LRR_XI-23,	 _RLK7_Leucine-rich_receptor- like_protein_kinase_family_protein_chr1:3252240- 3255693_FORWARD_LENGTH=3364	0.359375	64	1	2536	2727	1	
scf0512956	gene01904	AT1G53050.1_Symbols:__Protein_kinase_superfamily_protein_chr1:1977204	 5-19775747_FORWARD_LENGTH=2830	0.384615384615385	52	1	1217	1372	1	
scf0512956	gene01904	AT4G35780.1_Symbols:__ACT-	 like_protein_tyrosine_kinase_family_protein_chr4:16946521 -16950594_REVERSE_LENGTH=2110	0.328358208955224	67	1	1342	1542	1	
scf0512956	gene01904	AT1G53165.3_Symbols:_ATMAP4K_ALPHA1_Protein_kinase_superfamily_prot	 ein_chr1:19813804-19819564_FORWARD_LENGTH=2619	0.446153846153846	65	7	725	919	-1	
scf0512956	gene01904	AT2G44830.1_Symbols:__Protein_kinase_superfamily_protein_chr2:1849012	 9-18492816_FORWARD_LENGTH=2399	0.33	100	1	1295	1594	1	
scf0512956	gene01904	AT1G53165.2_Symbols:_ATMAP4K_ALPHA1_Protein_kinase_superfamily_prot	 ein_chr1:19813896-19819564_FORWARD_LENGTH=2512	0.446153846153846	65	7	642	836	-1	
scf0512956	gene01904	AT3G59410.1_Symbols:_GCN2_protein_kinase_family_protein_chr3:21950569	 -21959266_FORWARD_LENGTH=3847	0.313725490196078	51	1	1678	1830	1	
scf0512956	gene01904	AT5G64960.1_Symbols:_CDKC2,	 _CDKC;2_cyclin_dependent_kinase_group_C2_chr5:25955381- 25958995_FORWARD_LENGTH=2135	0.411764705882353	51	1	522	674	1	
scf0512956	gene01904	AT1G54610.2_Symbols:__Protein_kinase_superfamily_protein_chr1:20393	 792-20397186_REVERSE_LENGTH=2084	0.352941176470588	51	1	832	984	1	
scf0512956	gene01904	AT3G01090.3_Symbols:_AKIN10,	 _KIN10_SNF1_kinase_homolog_10_chr3:31187- 34451_REVERSE_LENGTH=1944	0.363636363636364	55	1	498	662	1	
scf0512956	gene01904	AT3G27580.2_Symbols:_ATPK7_Protein_kinase_superfamily_protein_chr3:10	 217430-10219900_REVERSE_LENGTH=2163	0.34	100	1	873	1172	1	
scf0512956	gene01904	AT1G53570.2_Symbols:_MAP3KA,	 _MAPKKK3_mitogen- activated_protein_kinase_kinase_kinase_3_chr1:19987191- 19991113_FORWARD_LENGTH=2407	0.470588235294118	51	1	1131	1283	1	
scf0512956	gene01904	AT5G03640.1_Symbols:__Protein_kinase_superfamily_protein_chr5:927915-	 930781_FORWARD_LENGTH=2781	0.431372549019608	51	1	1912	2064	1	
scf0512956	gene01904	AT5G55910.1_Symbols:_D6PK_D6_protein_kinase_chr5:22639844-	 22642354_REVERSE_LENGTH=2065	0.34	100	1	826	1125	1	
scf0512956	gene01904	AT3G05050.1_Symbols:__Protein_kinase_superfamily_protein_chr3:1408613	 -1411803_REVERSE_LENGTH=2422	0.288461538461538	52	2	1320	1475	1	
scf0512956	gene01904	AT1G71530.1_Symbols:__Protein_kinase_superfamily_protein_chr1:2693956	 7-26942952_FORWARD_LENGTH=2813	0.327868852459016	61	1	926	1108	1	
scf0512956	gene01904	AT1G70430.1_Symbols:__Protein_kinase_superfamily_protein_chr1:26545	 414-26549216_FORWARD_LENGTH=2151	0.422535211267606	71	15	699	911	1	
scf0512956	gene01904	AT2G31010.1_Symbols:__Protein_kinase_superfamily_protein_chr2:1319418	 5-13200128_FORWARD_LENGTH=3054	0.345454545454545	55	1	2104	2268	1	
scf0512956	gene01904	AT3G01085.1_Symbols:__Protein_kinase_superfamily_protein_chr3:27991	 -30718_FORWARD_LENGTH=2121	0.450980392156863	51	1	700	852	1	
scf0512956	gene01904	AT4G08500.1_Symbols:_MEKK1,_ATMEKK1,_MAPKKK8,	 _ARAKIN_MAPK/ERK_kinase_kinase_1_chr4:5403753- 5407301_REVERSE_LENGTH=2490	0.433333333333333	60	1	1494	1673	1	
